ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue
376,1951,Master,Widow,64268.79,1,0,2013-08-10,72,0,642,104,513,68,44,81,0,0,0,0,0,0,0,4,9,9,6,37,376
377,2004,Graduation,Married,49931.25,0,1,2013-06-23,26,0,56,424,241,325,79,761,3,1,1,0,1,0,0,1,3,14,6,15,123
378,1972,PhD,Divorced,5287.4,2,2,2014-04-29,0,0,963,432,148,229,38,192,3,0,1,0,1,0,0,9,1,12,2,48,300
379,1979,Master,Married,147222.23,1,1,2010-03-27,86,0,976,400,756,66,239,617,4,0,0,0,0,0,0,7,1,14,2,4,2547
380,1982,Basic,Together,193534.87,2,1,2017-02-16,73,0,1201,496,619,303,44,188,3,0,0,0,1,0,0,0,8,5,17,14,2452
381,1983,Basic,Single,48737.23,2,2,2015-02-09,41,0,1316,439,452,459,77,275,8,0,0,0,0,1,0,14,10,4,12,49,4678
382,1968,Master,Single,134294.2,1,0,2019-06-09,51,0,45,235,211,483,287,73,6,0,0,0,0,0,0,2,0,6,0,17,345
383,1952,Master,Single,149669.78,0,1,2014-01-09,24,0,1193,172,667,416,279,9,1,0,0,0,0,0,0,14,0,9,4,21,347
384,1951,Master,Married,170442.95,2,2,2011-01-13,53,1,1294,157,593,35,115,634,0,0,0,0,0,0,0,13,9,14,3,16,351
385,1985,Basic,Married,87412.69,2,2,2019-06-24,66,0,416,171,130,416,268,215,8,0,0,0,0,0,0,0,0,10,15,26,4657
386,1941,Basic,Single,64071.53,0,1,2014-08-08,5,0,847,493,611,158,52,289,0,0,0,0,0,0,0,14,13,2,14,9,634
387,1974,Master,Married,68432.55,0,0,2012-12-10,57,0,138,457,255,148,67,444,5,0,0,0,0,0,0,4,2,12,17,2,3674
388,1947,2n Cycle,Widow,143961.16,1,1,2010-08-30,69,0,246,310,560,26,181,551,1,0,1,1,0,0,1,7,1,13,16,43,1684
389,1965,2n Cycle,Widow,164272.0,1,0,2019-03-20,52,0,1171,402,62,474,33,192,3,1,0,0,0,0,0,6,2,1,13,15,102
390,1973,Graduation,Married,40414.72,1,0,2012-07-08,65,0,229,156,406,71,283,638,5,0,0,0,0,1,0,8,13,3,13,35,2326
391,1946,PhD,Single,77333.5,0,0,2014-05-06,57,0,791,257,801,247,248,288,4,1,0,0,0,1,0,1,4,2,18,24,2737
392,1997,2n Cycle,Married,180878.34,2,0,2016-05-02,81,1,636,163,1128,100,110,582,5,0,0,0,0,1,0,11,8,14,5,48,2894
393,1968,Basic,Married,162305.24,2,1,2018-09-27,86,0,373,146,14,189,93,648,2,0,0,0,1,0,0,7,1,3,12,38,4936
394,1975,2n Cycle,Married,197047.39,1,2,2017-07-22,1,0,1103,390,258,95,178,143,4,0,0,1,0,1,0,7,11,6,17,14,4640
395,1960,Graduation,Together,152078.41,0,2,2013-06-25,75,0,737,153,722,383,46,388,1,0,0,1,0,0,0,13,10,4,14,37,4998
396,1975,Graduation,Widow,81673.06,2,2,2010-03-11,21,0,1088,462,613,281,281,406,6,0,0,0,0,0,0,5,14,3,6,37,2768
397,1949,PhD,Divorced,120174.38,1,2,2015-10-06,36,0,87,366,1068,321,91,369,2,0,0,0,0,0,0,2,13,13,18,6,3985
398,1963,2n Cycle,Divorced,133897.78,2,2,2013-11-06,19,0,1111,37,812,395,211,440,0,1,0,0,1,0,0,1,0,14,16,18,712
399,2003,Basic,Together,20298.88,2,2,2015-09-18,23,0,712,130,330,277,74,780,7,0,1,0,0,1,0,13,10,5,8,22,57
400,1988,Basic,Married,111176.91,0,1,2015-07-01,83,0,1227,357,164,16,201,650,7,0,0,0,0,0,0,7,5,6,10,18,3733
401,1975,Master,Together,143317.56,0,0,2012-03-11,64,0,1405,254,1088,262,296,563,2,1,0,0,1,0,0,5,2,11,4,2,3137
402,1963,Basic,Together,37627.65,2,2,2019-08-16,64,0,600,207,386,106,210,528,6,1,0,0,0,0,0,3,12,13,1,32,4811
403,1962,PhD,Single,157223.18,1,1,2012-11-07,80,0,1499,449,1053,67,133,676,8,1,1,0,0,1,1,4,6,10,14,17,718
404,2001,PhD,Widow,118835.69,0,2,2017-08-11,0,0,538,94,327,127,65,12,7,0,0,0,0,0,0,4,5,4,11,1,3214
405,1976,Basic,Divorced,190683.25,2,2,2012-04-04,93,0,213,347,319,292,279,701,2,0,0,1,0,1,1,12,10,11,9,9,1335
406,1951,Basic,Married,13272.35,0,0,2012-01-26,2,1,73,326,398,293,27,339,1,0,1,0,0,0,0,8,6,6,9,13,3670
407,1994,Master,Divorced,56738.6,0,0,2016-07-27,45,0,60,477,104,95,116,775,9,0,0,1,0,0,0,12,12,2,19,36,210
408,1952,Basic,Divorced,122303.01,0,0,2015-06-19,54,0,697,170,695,394,113,311,6,0,0,0,0,0,0,12,12,6,10,37,2448
409,1962,Master,Widow,62829.18,2,2,2015-01-14,74,0,1242,249,1016,0,74,732,6,0,0,0,0,0,0,8,4,11,9,30,3295
410,1969,Master,Divorced,144312.71,1,2,2013-08-14,87,0,11,189,329,408,201,103,8,0,0,0,0,0,0,7,0,14,6,31,67
411,1956,Basic,Divorced,153006.03,1,2,2016-05-19,85,0,813,198,659,297,58,338,4,0,0,0,0,0,0,7,13,2,13,23,2583
412,2001,Graduation,Together,24990.61,1,0,2014-05-29,63,0,1438,483,1070,179,14,197,3,0,0,0,0,0,0,11,2,13,12,28,4496
413,1952,Graduation,Widow,105201.62,0,1,2010-04-20,44,0,31,220,598,407,230,299,7,0,0,1,0,0,0,1,2,5,4,10,2625
414,1998,Master,Single,104233.66,2,2,2012-10-13,25,0,1183,23,820,180,104,443,3,0,0,1,0,0,0,13,6,7,18,25,2367
415,1958,Basic,Married,77009.75,0,2,2018-11-26,76,0,1000,243,640,234,164,358,3,0,0,0,0,0,0,2,14,12,9,36,2968
416,1988,Graduation,Divorced,186920.35,1,2,2015-05-16,64,0,236,422,313,439,198,367,1,0,0,0,0,0,0,13,13,14,7,26,1103
417,1951,Basic,Married,166363.73,1,1,2017-02-04,23,0,1204,323,1170,318,34,168,0,0,0,0,0,0,0,7,12,5,17,26,365
418,2000,Basic,Single,140955.83,2,2,2014-11-05,73,0,557,127,461,336,161,148,3,0,0,0,0,0,0,12,2,9,0,45,4882
419,1958,Basic,Married,144293.69,0,1,2010-01-25,34,0,1364,92,485,7,244,760,6,0,0,0,0,0,0,4,10,10,4,13,2261
420,1948,2n Cycle,Single,95034.65,1,2,2012-04-22,23,0,1481,299,409,442,286,767,8,0,1,0,0,0,0,6,4,2,10,17,369
421,1967,Basic,Together,184593.93,2,1,2017-10-09,27,0,1103,132,26,428,18,41,8,1,0,0,0,0,0,13,3,11,19,40,4577
422,1991,2n Cycle,Divorced,140446.11,0,2,2012-01-08,99,0,646,54,1052,26,279,201,9,0,1,0,0,0,0,7,3,4,10,4,2765
423,1955,Master,Single,147151.31,0,0,2015-10-06,79,0,986,476,270,307,181,243,0,0,0,0,1,1,0,5,12,8,15,23,683
424,1951,Graduation,Married,173029.73,1,0,2010-06-29,15,0,819,157,685,145,146,668,4,0,0,0,0,0,0,14,6,7,9,35,1755
425,1964,Graduation,Divorced,58443.96,1,0,2010-08-20,58,0,472,28,500,90,175,463,6,0,0,0,0,1,0,4,0,5,14,11,4870
426,1991,Graduation,Together,162378.83,0,0,2015-04-02,80,0,111,409,384,341,162,448,6,0,0,1,0,0,0,7,6,8,6,12,722
427,1992,Graduation,Divorced,43071.92,0,2,2010-12-09,53,0,1315,210,59,271,174,797,9,0,1,0,1,0,0,0,14,1,14,9,2329
428,1962,Graduation,Single,72341.68,1,0,2011-04-22,78,0,382,153,1130,321,46,793,5,0,1,1,0,0,0,0,7,12,15,15,3597
429,1955,Graduation,Together,70444.04,0,1,2014-12-28,15,0,16,292,219,4,255,436,9,0,0,0,0,0,0,0,2,10,5,45,520
430,1996,Graduation,Married,195812.47,1,0,2017-03-08,14,1,492,474,770,81,173,749,3,0,0,1,1,0,0,2,14,8,10,37,3281
431,1978,Master,Together,172024.76,0,0,2011-03-31,97,0,1354,221,563,386,102,530,2,0,0,0,0,0,0,9,2,9,16,5,2657
432,1992,Basic,Together,141728.12,1,0,2013-06-09,10,0,925,114,545,218,120,564,8,0,0,0,0,1,1,12,3,12,14,19,3382
433,1981,PhD,Widow,146776.07,2,2,2010-10-16,64,0,1429,436,95,117,144,596,9,0,0,1,0,0,0,11,14,9,15,11,2670
434,1997,2n Cycle,Together,114604.19,1,0,2013-05-21,78,0,116,157,988,80,41,272,3,0,0,0,0,0,0,5,12,5,1,9,4747
435,1978,PhD,Together,189682.68,1,1,2016-04-24,89,0,879,258,1112,463,28,429,7,0,0,0,0,0,1,5,5,8,3,35,1432
436,1953,PhD,Divorced,101770.46,2,0,2011-06-14,67,0,114,250,827,69,272,212,0,0,0,1,1,0,0,4,13,11,18,27,4425
437,1944,Basic,Married,79200.95,0,0,2017-06-27,42,0,813,121,230,114,13,103,6,0,0,0,0,0,1,12,6,3,5,13,1235
438,1974,Basic,Divorced,36791.89,2,0,2018-02-24,68,0,643,298,967,262,188,191,5,0,0,1,0,0,0,12,0,4,17,12,1960
439,1957,Basic,Divorced,158310.1,1,1,2016-03-26,98,0,1359,262,274,305,294,688,0,0,0,0,0,0,0,13,14,1,10,9,965
440,1948,Graduation,Single,148216.57,0,0,2019-01-11,12,0,335,380,245,141,182,658,3,0,1,1,0,0,0,6,12,2,8,42,1667
441,1997,Master,Divorced,79949.23,2,1,2011-08-19,9,0,921,48,110,421,35,379,4,0,0,0,0,0,0,4,3,0,2,28,1733
442,1956,Graduation,Widow,9912.72,0,1,2011-03-11,74,0,146,376,233,487,36,80,7,0,0,0,0,0,0,13,11,3,1,13,2475
443,1946,Master,Widow,168604.48,0,0,2012-05-31,81,0,121,328,416,206,13,704,3,0,0,0,0,0,0,1,6,11,17,20,475
444,1985,Master,Single,7226.51,2,1,2018-05-27,97,0,80,296,677,110,122,548,2,1,0,1,0,0,0,3,10,1,14,13,1837
445,1952,PhD,Married,142221.46,0,2,2014-11-17,40,0,684,361,1151,302,82,376,1,0,0,0,0,0,0,0,1,11,17,27,2634
446,1979,PhD,Married,194200.14,2,0,2011-02-06,49,1,661,76,802,111,158,153,3,0,1,0,0,0,0,6,0,14,18,26,4698
447,1981,Master,Divorced,90343.96,1,0,2017-04-23,86,0,374,462,618,416,101,641,9,0,1,0,0,0,0,3,0,1,14,29,218
448,1948,Master,Divorced,50819.81,0,1,2015-11-06,70,1,62,437,1151,42,82,570,3,0,0,0,0,0,1,12,9,0,16,29,564
449,1989,Graduation,Divorced,142449.85,1,1,2017-03-16,58,0,503,126,706,346,43,735,9,1,0,0,0,1,0,3,13,9,17,22,3485
450,1966,Graduation,Married,164339.99,1,0,2014-04-15,38,0,667,196,850,284,67,760,4,0,0,1,1,0,0,12,13,11,17,9,4575
451,1944,PhD,Together,111553.91,0,2,2010-11-05,2,0,448,220,474,127,47,239,6,0,0,0,0,0,0,3,5,1,10,24,2666
452,1968,Basic,Widow,193571.88,2,1,2018-02-01,75,0,1451,482,654,184,56,373,8,0,0,0,0,0,0,2,11,3,17,42,2427
453,1976,Master,Together,15075.4,0,1,2010-12-09,6,0,867,90,394,228,74,798,1,0,0,0,0,0,0,7,4,5,2,19,740
454,1977,Graduation,Together,103435.14,1,2,2011-03-12,48,0,1450,410,110,388,21,203,4,0,0,0,1,1,0,3,0,12,12,38,3254
455,1947,PhD,Married,145098.52,1,2,2010-06-26,25,0,1444,7,89,220,131,610,9,0,0,0,0,0,0,7,9,11,13,31,2554
456,2004,Graduation,Together,173214.89,2,0,2010-05-19,32,0,1345,31,762,351,266,349,8,0,0,0,0,0,0,8,2,6,3,39,402
457,1956,Master,Single,39954.84,0,2,2010-07-13,47,0,679,467,1124,443,286,687,2,0,0,0,0,0,0,0,14,6,17,15,1167
458,1984,Master,Divorced,161000.68,1,0,2018-12-02,78,0,1189,319,131,116,119,773,0,1,0,0,0,0,0,14,10,6,4,32,1455
459,1943,2n Cycle,Single,112777.88,1,2,2019-01-03,1,0,460,393,1036,69,245,782,1,0,0,0,1,0,0,3,6,14,13,46,3989
460,1975,Basic,Widow,82327.97,1,1,2018-11-10,70,0,458,268,456,385,55,142,5,0,0,0,0,0,0,5,11,3,11,48,4224
461,1970,2n Cycle,Divorced,30684.43,2,0,2013-03-30,31,0,1212,190,97,69,37,188,4,1,0,0,0,0,1,7,8,11,6,46,727
462,1958,PhD,Together,173732.67,1,0,2012-07-31,3,0,463,348,1143,109,244,271,0,0,0,0,0,0,1,13,12,4,11,29,600
463,2000,Graduation,Widow,35668.28,1,0,2011-06-09,19,0,911,162,292,426,20,531,0,1,1,0,0,0,0,5,8,13,7,34,869
464,1993,PhD,Divorced,65408.63,0,2,2014-06-13,35,0,378,60,1024,131,109,299,3,0,0,0,1,0,0,11,14,10,2,9,263
465,1978,Master,Together,61558.88,0,1,2018-07-11,31,0,1025,437,571,55,93,425,3,0,0,0,0,0,1,5,5,11,0,35,1716
466,1958,2n Cycle,Single,174925.74,1,0,2018-02-10,27,0,363,263,249,476,135,45,5,0,0,1,0,0,0,9,2,2,2,6,4814
467,1978,2n Cycle,Divorced,136177.08,1,0,2016-03-07,76,0,71,284,651,442,230,94,5,0,0,0,0,1,0,3,0,0,10,37,943
468,1984,2n Cycle,Together,160352.87,0,0,2012-01-11,0,0,1450,94,148,88,7,63,9,0,0,0,0,0,0,8,2,13,17,14,4304
469,1952,PhD,Single,53841.24,2,0,2012-05-11,59,1,637,40,43,136,289,412,5,0,0,0,0,1,1,6,9,7,6,47,4126
470,1997,Master,Widow,126850.45,2,1,2019-03-01,55,0,1193,413,1067,130,250,642,0,0,1,0,0,0,0,13,1,9,8,49,3955
471,1959,Graduation,Widow,116490.47,2,2,2012-08-11,34,0,1228,469,1101,217,86,8,9,0,0,0,0,0,0,10,10,10,3,9,2836
472,2000,Graduation,Widow,167401.92,2,1,2013-07-26,29,0,336,148,161,175,203,458,8,0,0,0,0,0,0,5,4,6,9,19,2298
473,1978,PhD,Widow,181686.98,2,0,2013-06-28,53,0,1495,203,252,170,218,714,6,0,0,0,0,0,0,0,7,13,17,23,71
474,1940,2n Cycle,Married,7370.57,2,1,2019-04-05,35,0,194,266,131,474,240,408,6,1,0,0,1,1,0,1,4,8,15,41,3363
475,1942,Basic,Divorced,136433.88,2,0,2014-10-10,54,0,1011,1,473,99,257,469,6,0,0,0,0,1,0,11,0,13,11,28,1311
476,2001,PhD,Divorced,15107.98,2,2,2017-11-20,88,0,652,177,1132,479,108,505,1,0,0,0,0,0,0,5,2,9,18,16,1222
477,2002,PhD,Married,112027.44,0,2,2015-12-28,79,0,1298,424,705,128,255,685,1,0,1,0,0,0,0,10,11,3,2,26,4930
478,1964,Master,Together,61088.38,2,2,2012-03-02,57,0,6,193,1058,56,281,72,5,1,0,0,0,0,0,14,4,11,7,38,2104
479,1995,Graduation,Together,64821.44,2,0,2011-06-30,82,0,904,481,274,180,219,83,6,1,0,0,0,1,0,0,6,14,18,40,1942
480,1972,PhD,Widow,73826.91,2,1,2015-01-19,64,0,978,386,186,245,82,58,2,0,0,0,0,0,0,14,4,11,8,25,2865
481,1977,PhD,Single,126152.03,1,2,2012-10-13,68,0,565,335,948,143,106,20,3,1,0,0,0,0,0,14,13,4,18,35,4724
482,1945,2n Cycle,Together,70139.74,0,0,2015-04-12,50,0,615,434,242,50,68,457,2,0,0,0,1,0,0,10,9,4,16,5,4634
483,1997,2n Cycle,Single,147876.31,0,0,2014-04-03,21,0,572,195,263,367,96,156,6,1,0,0,0,0,0,4,4,12,12,7,1837
484,1983,Basic,Divorced,83882.84,0,1,2010-02-26,87,0,598,342,521,458,211,328,6,0,1,0,0,0,0,0,6,6,1,23,2040
485,1984,Master,Single,18328.87,2,2,2015-11-30,52,0,769,248,962,217,285,572,3,0,0,0,0,0,1,12,12,12,3,25,4367
486,1971,Basic,Divorced,157833.17,2,0,2010-01-05,99,0,1201,497,782,103,236,575,6,0,0,0,0,1,0,2,14,8,10,1,2510
487,1984,2n Cycle,Married,60722.87,1,1,2019-07-14,35,1,241,211,1110,382,7,679,4,0,1,0,0,0,0,11,7,7,1,22,2681
488,2000,Graduation,Married,89389.54,0,2,2013-12-08,67,0,1226,152,534,54,293,202,0,0,1,1,0,0,0,11,13,6,3,4,2318
489,1986,2n Cycle,Widow,138661.56,2,1,2018-11-28,35,0,1485,157,209,256,188,640,9,0,0,0,0,0,0,11,7,13,3,28,2226
490,1960,Master,Together,69828.95,0,1,2018-06-12,51,0,1103,465,45,345,80,756,3,1,1,1,0,0,1,6,6,0,19,48,926
491,1975,2n Cycle,Widow,16034.2,1,0,2013-09-24,52,1,1440,361,25,155,107,105,6,0,0,0,0,0,0,4,12,11,0,14,3542
492,1958,Master,Divorced,77914.6,1,0,2014-12-26,81,0,765,138,174,52,66,121,1,0,0,0,0,0,0,14,13,9,10,33,4308
493,1959,Master,Widow,189167.47,1,0,2013-07-06,49,0,383,220,321,441,173,317,1,0,0,0,0,0,1,11,2,12,1,4,1004
494,1996,Master,Single,130138.21,0,1,2015-11-08,79,0,390,272,1158,328,42,181,0,0,1,0,1,0,0,14,10,5,18,42,4169
495,1957,Master,Divorced,135938.43,2,0,2017-04-17,40,0,895,153,54,443,186,614,1,0,0,0,0,0,0,9,1,9,7,11,4338
496,1986,Master,Married,128295.02,2,1,2018-01-17,17,0,687,248,1179,186,199,315,9,0,0,0,0,0,0,0,0,14,19,39,927
497,1988,Graduation,Together,43803.47,1,1,2017-07-08,21,0,1149,278,667,363,38,772,7,0,0,0,0,0,0,0,5,14,3,32,4535
498,1953,Basic,Divorced,86575.1,2,0,2013-06-27,65,0,46,439,146,149,219,624,7,0,0,0,1,0,1,14,12,8,15,4,2594
499,1954,PhD,Divorced,151433.26,1,2,2019-02-09,20,0,1499,435,598,263,3,405,7,0,0,0,0,0,0,7,8,12,14,1,2226
500,1970,Basic,Single,24767.72,0,2,2018-01-24,99,0,618,303,19,249,120,69,0,1,0,1,0,0,1,10,2,6,4,26,2650
501,1940,Master,Together,59181.29,1,2,2018-04-07,43,0,463,275,332,432,76,159,0,0,1,1,1,0,1,13,4,0,4,33,3157
502,1993,Graduation,Married,58882.23,0,1,2013-02-05,46,0,122,492,906,297,178,239,9,1,0,0,0,0,0,12,8,8,14,17,3578
503,1942,2n Cycle,Divorced,89243.69,1,1,2011-10-30,38,0,1497,1,943,410,132,522,3,0,0,1,0,0,0,8,13,2,16,27,2458
504,1955,Graduation,Divorced,196171.9,2,1,2017-03-26,28,0,133,87,910,422,228,137,5,0,0,1,0,0,0,6,13,13,2,42,4910
505,1996,Master,Single,18163.0,2,0,2017-03-21,53,0,840,286,400,210,275,494,7,1,1,0,0,0,0,12,8,8,17,5,2023
506,1951,Graduation,Widow,106146.69,1,1,2016-12-07,89,0,848,410,949,24,151,678,1,0,0,0,0,0,0,2,6,3,10,7,3998
507,1955,Graduation,Married,39976.11,2,0,2018-04-18,84,0,606,129,27,293,163,246,2,0,0,0,0,0,0,11,13,14,5,25,1288
508,1963,Master,Together,194281.93,2,0,2018-04-08,16,0,22,77,466,340,289,542,5,0,1,0,0,0,0,5,3,8,11,8,2384
509,1967,Graduation,Divorced,27094.18,2,2,2013-07-05,79,0,565,259,981,151,108,523,9,0,0,0,0,0,1,2,10,12,16,34,817
510,1947,PhD,Divorced,83702.2,0,2,2017-05-10,59,0,765,240,100,23,125,242,3,0,0,0,1,0,0,9,1,14,13,41,2466
511,1975,PhD,Married,148887.57,2,2,2012-09-23,30,0,964,140,550,251,239,619,1,0,0,0,0,0,0,3,1,7,5,4,3595
512,1947,Graduation,Widow,142388.11,0,0,2015-04-11,72,0,234,227,801,59,145,335,6,1,1,0,0,0,1,11,3,6,9,12,2359
513,1997,2n Cycle,Divorced,87432.08,1,0,2010-10-09,94,0,995,162,352,466,251,421,3,0,0,0,0,0,0,3,0,3,15,31,4933
514,1999,Master,Married,72572.21,2,0,2018-04-22,77,0,1082,235,295,433,182,193,7,0,0,0,0,0,0,2,13,8,17,11,4256
515,1989,PhD,Single,82534.41,2,1,2018-08-26,48,0,1187,127,352,366,71,307,7,0,1,0,0,1,0,9,3,3,19,37,4286
516,1967,2n Cycle,Widow,56533.87,2,0,2013-05-12,1,0,825,199,907,65,218,644,6,0,0,1,0,0,0,5,11,0,5,44,794
517,1980,Graduation,Together,45039.92,1,2,2015-08-26,47,0,215,449,1153,397,206,505,9,1,0,0,0,1,0,4,13,5,18,36,2632
518,2003,2n Cycle,Divorced,99192.74,0,2,2018-10-28,13,0,1206,389,1018,52,172,280,8,0,0,0,0,1,0,10,10,3,2,45,4224
519,1966,Basic,Married,57364.08,0,0,2012-07-24,58,0,656,30,1179,415,140,674,3,0,0,1,0,0,0,8,5,9,11,22,1567
520,2002,PhD,Single,61055.02,2,0,2010-09-11,96,0,934,137,1097,105,271,789,6,1,0,1,0,0,1,8,5,2,15,1,2606
521,1956,Graduation,Together,133067.43,1,2,2013-04-26,98,1,1113,491,1113,95,213,438,9,0,0,0,0,0,0,2,6,11,2,4,4211
522,1972,Master,Married,193864.78,1,0,2010-11-25,57,0,310,20,454,475,268,714,9,0,1,0,1,0,0,12,4,4,15,36,4033
523,1968,Graduation,Married,122709.25,1,2,2017-02-04,57,0,556,233,711,175,19,607,0,0,0,1,0,0,0,8,8,2,3,8,1444
524,1952,Master,Together,20011.0,1,1,2017-10-01,50,0,971,201,979,38,65,482,3,0,0,0,0,0,0,12,1,10,19,25,336
525,1985,Graduation,Single,19738.8,1,2,2018-05-03,83,0,256,278,738,167,146,222,1,0,0,0,0,1,0,11,1,8,12,28,3297
526,1974,2n Cycle,Single,190527.53,0,1,2013-11-21,1,0,532,130,976,41,164,748,8,0,0,0,1,0,1,2,3,11,3,38,4268
527,1945,2n Cycle,Widow,62971.7,0,0,2014-03-21,40,0,51,415,232,366,5,116,4,0,0,0,0,0,0,3,14,5,3,36,2652
528,1986,2n Cycle,Divorced,22953.06,0,0,2019-09-01,82,0,1361,147,1023,103,13,191,2,0,1,0,0,0,0,0,3,14,6,36,53
529,1964,Basic,Together,121813.69,2,1,2019-04-25,81,0,1194,457,101,332,131,787,3,0,0,0,0,0,0,4,3,2,11,43,461
530,1949,Master,Together,126611.51,1,0,2017-12-02,15,0,1090,28,952,203,242,617,5,0,1,1,0,0,0,11,0,4,1,41,4395
531,1995,2n Cycle,Together,131458.44,2,1,2013-04-07,3,0,299,360,480,7,230,515,9,0,0,0,0,0,0,8,3,7,15,46,3777
532,1969,Basic,Single,57143.4,1,0,2014-09-13,11,0,671,307,107,462,227,529,0,1,0,0,0,0,0,14,11,13,6,4,1967
533,1944,Master,Divorced,7946.58,0,2,2016-08-10,28,0,777,370,1188,281,161,306,6,0,0,0,0,0,0,1,4,7,18,13,1406
534,1972,Graduation,Widow,193178.0,2,0,2013-04-16,6,0,831,429,972,395,282,531,7,0,0,1,0,0,0,3,8,5,10,38,207
535,2004,Basic,Married,53924.14,0,2,2011-10-17,13,0,231,161,703,42,262,121,6,0,0,0,0,0,0,9,2,4,0,45,1650
536,1957,PhD,Married,136825.13,1,2,2013-10-17,11,0,974,356,334,434,130,648,6,0,0,0,1,0,0,1,14,14,8,25,2934
537,1988,Basic,Together,142792.82,1,1,2012-01-30,98,0,1091,339,85,109,224,591,8,0,0,1,0,0,0,13,2,4,4,3,3539
538,1950,Basic,Divorced,123951.45,1,0,2017-05-10,4,0,27,60,733,474,257,153,3,0,0,0,0,0,1,7,13,0,16,32,2432
539,1965,Master,Single,66016.94,0,1,2014-12-04,80,0,1074,124,874,209,233,536,6,0,0,0,0,0,0,8,4,1,0,39,202
540,2002,Graduation,Divorced,57863.77,1,0,2012-11-29,31,0,1283,455,363,236,23,451,8,0,0,1,0,0,0,2,9,14,16,1,1679
541,1998,PhD,Divorced,121545.32,0,2,2018-02-19,73,0,590,70,59,355,270,168,4,0,0,1,0,0,0,12,5,11,11,11,2846
542,1966,2n Cycle,Single,173888.65,2,2,2011-02-20,42,0,784,325,559,318,94,58,1,0,0,0,0,0,0,14,2,10,12,2,2931
543,1988,2n Cycle,Together,189613.08,1,0,2019-05-20,80,0,619,394,116,48,141,300,4,0,0,1,0,0,0,8,0,3,10,5,3852
544,1972,Basic,Divorced,25651.63,1,0,2010-09-12,68,0,585,363,873,114,181,552,3,0,0,0,0,0,0,5,9,5,12,22,2855
545,1940,Master,Married,35191.58,1,1,2013-03-12,44,0,1001,465,914,154,205,549,7,0,0,0,0,0,0,5,7,10,12,46,4130
546,1960,Master,Single,189223.57,2,0,2015-02-20,8,0,183,242,967,136,80,116,4,0,0,1,0,0,0,6,11,6,5,13,3520
547,1994,2n Cycle,Widow,148624.37,1,0,2017-07-20,48,0,1046,489,998,166,273,786,8,0,0,1,0,0,1,11,0,0,5,48,1105
548,1945,PhD,Together,177183.8,0,0,2017-03-09,32,0,128,248,43,320,275,781,8,0,0,0,1,0,0,4,1,7,19,23,2629
549,1944,Graduation,Single,44513.36,0,1,2012-06-18,99,0,290,220,508,198,207,126,2,0,1,0,0,0,0,5,2,11,9,47,4198
550,1942,PhD,Widow,119579.24,1,0,2015-08-21,99,0,500,472,1188,473,295,404,9,0,0,0,0,0,0,10,5,0,18,31,2815
551,1992,Graduation,Widow,141722.22,1,2,2010-01-26,17,0,185,446,848,70,38,398,5,1,0,0,0,0,1,0,3,8,2,35,1378
552,1962,2n Cycle,Divorced,137621.82,2,1,2018-03-24,8,0,478,20,916,499,287,514,5,0,0,0,0,0,0,2,3,14,6,38,4094
553,1992,Graduation,Divorced,84589.58,2,1,2011-02-25,61,0,491,493,897,6,123,497,3,0,0,0,0,0,0,11,14,3,4,41,2442
554,1976,Master,Divorced,8002.0,2,2,2013-05-29,56,0,512,386,798,199,282,527,9,0,0,0,0,0,1,8,8,11,7,35,3203
555,1956,Basic,Single,118670.58,1,2,2015-02-20,28,0,1090,81,875,335,179,397,2,0,1,0,0,0,0,11,5,14,4,45,50
556,1940,Basic,Single,54354.8,2,2,2016-12-18,77,0,466,343,285,66,96,264,0,0,0,0,1,1,0,4,11,6,11,13,216
557,1990,2n Cycle,Together,92799.58,2,0,2013-06-14,24,0,284,366,683,492,190,750,6,0,0,0,0,0,0,4,1,10,3,7,3304
558,1984,Master,Divorced,191728.3,0,2,2016-04-03,14,0,600,485,818,137,73,262,4,0,0,0,0,1,1,7,6,13,18,5,1935
559,1943,PhD,Widow,82811.89,2,0,2012-10-05,5,0,1440,9,120,241,272,397,9,0,0,0,0,0,1,10,14,5,17,29,4418
560,2001,Master,Married,168761.31,0,1,2010-08-07,41,0,1123,410,944,454,48,645,6,0,1,1,0,0,1,10,12,14,2,8,949
561,2004,Basic,Together,41765.42,0,1,2014-02-19,28,0,188,11,1017,212,209,724,0,0,0,0,0,0,0,12,2,12,6,8,2298
562,1971,Basic,Single,136129.8,2,2,2015-05-14,78,0,988,262,906,180,115,526,7,0,0,0,0,0,1,1,8,8,7,7,3313
563,1973,Master,Together,195516.36,0,0,2016-11-13,92,0,889,144,12,253,22,435,2,0,0,0,0,0,0,12,5,13,14,19,3462
564,1978,Master,Together,24869.15,1,2,2011-10-25,3,0,387,448,602,100,97,359,6,0,0,0,0,0,0,6,7,1,16,39,3627
565,1965,Basic,Together,6622.39,1,2,2017-05-06,81,0,240,191,199,350,189,128,2,1,0,0,0,0,0,8,12,14,18,23,2237
